ts_utc,event,side,entry,mark,pnl_pct,modo,loss_streak,note
2026-03-02T15:15:07.022725,ARMED,SHORT,0,0,0,TREND,0,z15=3.84 rsi15=79.2 trend=RANGE
2026-03-02T15:30:20.839198,ARMED,SHORT,0,0,0,TREND,0,z15=3.84 rsi15=80.3 trend=RANGE
2026-03-02T15:45:05.349774,ARMED,SHORT,0,0,0,TREND,0,z15=4.29 rsi15=83.7 trend=RANGE
2026-03-02T16:00:21.141139,ARMED,SHORT,0,0,0,TREND,0,z15=3.58 rsi15=76.9 trend=RANGE
2026-03-02T16:15:10.118146,ARMED,SHORT,0,0,0,TREND,0,z15=3.78 rsi15=79.4 trend=RANGE
2026-03-02T16:30:15.582207,ARMED,SHORT,0,0,0,TREND,0,z15=3.34 rsi15=75.3 trend=RANGE
2026-03-02T16:45:10.993649,ARMED,SHORT,0,0,0,TREND,0,z15=3.40 rsi15=76.7 trend=RANGE
2026-03-03T16:15:08.938869,ARMED,SHORT,0,0,0,TREND,0,signal=SHORT z15=1.19 rsi15=67.3 price=68457.3 ema=67354.81
2026-03-03T16:30:16.282110,ARMED,SHORT,0,0,0,TREND,0,signal=SHORT z15=1.45 rsi15=68.4 price=68700.0 ema=67371.29
2026-03-10T15:00:14.287532,ARMED,LONG,0.0,71489.2,0.0,,hh_prev=71499.9 ll_prev=68200.1 atr15=431.38 buf=237.26
2026-03-10T15:15:09.338143,ARMED,LONG,0.0,71120.6,0.0,,hh_prev=71748.1 ll_prev=68200.1 atr15=445.49 buf=245.02
2026-03-10T15:30:03.899712,ARMED,LONG,0.0,71298.0,0.0,,hh_prev=71748.1 ll_prev=68200.1 atr15=444.52 buf=244.48
2026-03-10T15:30:09.771044,ARMED,LONG,0.0,71309.0,0.0,,hh_prev=71748.1 ll_prev=68200.1 atr15=477.37 buf=262.55
2026-03-10T15:30:15.628618,ARMED,LONG,0.0,71339.9,0.0,,hh_prev=71748.1 ll_prev=68200.1 atr15=446.73 buf=245.7
2026-03-10T16:30:12.636318,ARMED,LONG,0.0,71310.5,0.0,,hh_prev=71748.1 ll_prev=68200.1 atr15=463.19 buf=254.76
2026-03-10T16:45:10.910307,ARMED,LONG,0.0,71332.2,0.0,,hh_prev=71748.1 ll_prev=68200.1 atr15=446.89 buf=245.79
